Datetime,price
2021-01-26 14:00,1.21418
2021-01-26 14:30,1.21443
2021-01-26 15:00,1.21446
2021-01-26 15:30,1.21568
2021-01-26 16:00,1.21587
2021-01-26 16:30,1.21595
2021-01-26 17:00,1.21657
2021-01-26 17:30,1.21679
2021-01-26 18:00,1.21618
2021-01-26 18:30,1.21461
2021-01-26 19:00,1.21539
2021-01-26 19:30,1.21573
2021-01-26 20:00,1.21618
2021-01-26 20:30,1.21636
2021-01-26 21:00,1.21657
2021-01-26 21:30,1.21647
2021-01-26 22:00,1.21671
2021-01-26 22:30,1.21673
2021-01-26 23:00,1.21641
2021-01-26 23:30,1.21592
2021-01-27 0:00,1.21609
2021-01-27 0:30,1.21605
2021-01-27 1:00,1.21625
2021-01-27 1:30,1.21631
2021-01-27 2:00,1.21688
2021-01-27 2:30,1.21623
2021-01-27 3:00,1.21668
2021-01-27 3:30,1.21608
2021-01-27 4:00,1.21564
2021-01-27 4:30,1.21592
2021-01-27 5:00,1.21579
2021-01-27 5:30,1.21567
2021-01-27 6:00,1.21565
2021-01-27 6:30,1.21573
2021-01-27 7:00,1.21568
2021-01-27 7:30,1.21629
2021-01-27 8:00,1.21624
2021-01-27 8:30,1.21628
2021-01-27 9:00,1.21571
2021-01-27 9:30,1.21551
2021-01-27 10:00,1.21468
2021-01-27 10:30,1.2148
2021-01-27 11:00,1.21239
2021-01-27 11:30,1.21226
2021-01-27 12:00,1.21297
2021-01-27 12:30,1.21313
2021-01-27 13:00,1.21196
2021-01-27 13:30,1.21167
2021-01-27 14:00,1.21153
2021-01-27 14:30,1.2108
2021-01-27 15:00,1.21149
2021-01-27 15:30,1.21111
2021-01-27 16:00,1.21048
2021-01-27 16:30,1.2068
2021-01-27 17:00,1.20758
2021-01-27 17:30,1.2091
2021-01-27 18:00,1.21008
2021-01-27 18:30,1.21002
2021-01-27 19:00,1.21057
2021-01-27 19:30,1.21177
2021-01-27 20:00,1.2112
2021-01-27 20:30,1.21199
2021-01-27 21:00,1.21073
2021-01-27 21:30,1.21
2021-01-27 22:00,1.21023
2021-01-27 22:30,1.21049
2021-01-27 23:00,1.2113
2021-01-27 23:30,1.21096
2021-01-28 0:00,1.21098
2021-01-28 0:30,1.21082
2021-01-28 1:00,1.21019
2021-01-28 1:30,1.21026
2021-01-28 2:00,1.20878
2021-01-28 2:30,1.2088
2021-01-28 3:00,1.20975
2021-01-28 3:30,1.21012
2021-01-28 4:00,1.21005
